building_id,iterations,solver_seconds,mean_temp,std_temp,pct_above_18,pct_below_15
10019,7870,6.395332629792392,14.73552448062455,7.030325006703503,38.14915412864569,52.92926826787113
10053,4479,3.3395628449507058,11.366493551285695,6.261217981858718,19.9510754583921,72.41052538787024
10079,8131,6.238354017958045,15.094353507626009,7.3139112683495755,41.90001451870493,49.44974108309539
10084,4018,2.991106034722179,15.100584697662057,7.150541807748054,40.90648998644782,50.266526125583496
10089,8252,6.21541971899569,13.989763514399904,7.276278123380446,35.45861191757374,56.3640146392669
10097,2961,2.485473034903407,14.35295151034433,6.862346996479512,37.78967295515373,51.308832169201644
10124,3300,2.044329070020467,13.865677573440365,7.0324711530466955,34.5643361911253,56.06951967571834
10144,5462,4.621510382276028,12.10717489837953,6.127343501466337,21.81051363157102,68.90344931465582
10165,2785,2.221815429162234,13.05329239067844,6.7325279245649785,29.06502057613169,62.05925925925926
10176,15024,11.348574291914701,16.650126478576727,6.857895119599824,49.7586724900548,40.73914373939411
10198,9341,7.407561253756285,14.428363651068201,7.342060263786618,38.62776233955273,53.21754664549424
10202,9263,7.308648858685046,13.545864053992899,7.4955384617728456,34.03781537666262,58.643656679324806
10206,5712,3.809529830701649,10.122018659741748,6.363294813124756,17.54514804553193,76.32272924525154
10215,2545,1.7284225863404572,15.466507942802215,7.149691413543814,44.25353739532197,46.60286291819644
1024,10686,8.09087723121047,18.291290337247734,5.931218114876137,60.49334523012864,28.963119934567626
10247,3063,2.5679208282381296,15.605938570201115,6.6189472830238385,44.63278535653586,43.11970761201438
10252,8848,6.073284354060888,11.992395076330661,7.61480231975359,27.49379605955783,67.02981651376146
1026,10856,8.626306886319071,18.546628335488546,5.714238573818916,61.95469798657718,26.82979120059657
10265,7351,4.812110458035022,15.084597286708462,7.166006986297789,40.79271686411704,50.56584771143092
1027,15157,11.720785662997514,14.656343229546602,6.6695106944380855,35.63064151824039,52.640001333544475
10281,8480,6.423294444102794,13.017537872273948,6.874180292887868,31.270833333333332,60.02499999999999
10291,6234,4.629243648145348,12.223791684752882,6.737662754246973,25.168721421543093,66.23487874052209
1031,6492,5.13197147520259,12.153728902173945,6.84776626771843,25.77233840304182,66.4448669201521
10316,15928,11.812663960736245,15.963955489931275,6.603241018102808,44.95120351672327,43.614900621400324
10330,3714,2.9647796200588346,14.981199775110445,7.182183056905747,40.825848417149196,49.59801820696364
10349,11032,6.6202278030104935,13.646503424258848,7.3632860604859784,34.23499171210993,58.298700362745336
10357,8770,7.086629030294716,11.870614213820758,6.857098043146739,23.799657771817046,69.15044165934422
10371,6101,5.020779453217983,12.7558968473014,6.917180297606921,27.564200162403573,63.782734470158346
10386,6768,5.3035787073895335,15.16575123965469,6.705110883575774,39.427018043015906,49.434483147175236
10401,12803,9.944539792370051,17.075885337683026,6.7585321465654475,50.73445852098152,39.63270059065337
10430,11399,8.895048574078828,14.108639205942849,6.91513071840469,35.353614322430595,55.51896334372465
